t1_id,t1_reuses,reuse_t1_t2,t1_length,coverage_t1_t2,t1_work_id,t1_estc_id,t2_id,t2_reuses,reuse_t2_t1,t2_length,coverage_t2_t1,t2_work_id,t2_estc_id
171153,9,9136,126145,7.242459074874152,2736-modest defence of publick stews,T144291,236023,11,9102,42483,21.425040604477086,21600-a sermon preached to societies for reformation of manners at st,T7286
171153,14,6741,126145,5.34385033096833,2736-modest defence of publick stews,T144291,19039,15,6552,32752,20.004885197850513,pNuLl_,N24008
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,6142,1,123,979670,0.012555248195821041,1155-principles of moral and political philosophy,T79295
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15221,1,120,4294742,0.002794114291382346,X-expository notes with practical observations on the remaining part of the new testament,T184153
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,4615,1,125,783381,0.0159564758399808,42660-sacred history,N36218
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,17356,1,129,537268,0.0240103635429618,1155-principles of moral and political philosophy,N39623
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,360,1,119,NA,NA,X-the holy bible,R18074
171153,1,181,126145,0.14348567125133774,2736-modest defence of publick stews,T144291,34371,1,176,233566,0.07535343329080431,282-epigrammata,T94257
171153,1,145,126145,0.11494708470411036,2736-modest defence of publick stews,T144291,861,1,150,5135544,0.0029208200728102025,X-the holy bible,T209348
171153,1,107,126145,0.08482302112648143,2736-modest defence of publick stews,T144291,13905,1,107,2010746,0.005321408074416161,X-the british chronologist,T166742
171153,1,134,126145,0.10622696103690199,2736-modest defence of publick stews,T144291,23651,1,139,81593,0.17035775127768313,43421-question about eating of blood stated and examined in answer to two dissertations in book entitled revelation examined with candour,T92214
171153,1,441,126145,0.34959768520353557,2736-modest defence of publick stews,T144291,124147,1,456,NA,NA,196-causes of decay of christian piety or impartial survey of ruines of christian religion undermind by unchristian practice,R225979
171153,1,106,126145,0.08403028261128066,2736-modest defence of publick stews,T144291,59738,1,103,NA,NA,15605-glory of true church discovered as it was in its purity in primitive time also manifestation how and when apostacy came and how long it hath continued in church of rome proved to be in it because she differs in doctrin and practice from church of ch,R38990
171153,1,106,126145,0.08403028261128066,2736-modest defence of publick stews,T144291,59738,1,103,NA,NA,15605-glory of true church discovered as it was in its purity in primitive time also manifestation how and when apostacy came and how long it hath continued in church of rome proved to be in it because she differs in doctrin and practice from church of ch,R475001
171153,1,156,126145,0.12366720837131873,2736-modest defence of publick stews,T144291,119281,1,145,65237,0.22226650520410196,56946-prohibition of blood temporary precept or discourse wherein upon full and impartial enquiry into nature of precept of abstinence from blood and ends of its institution it is shewn that it is not now obligatory under gospel as asserted in book entitl,T179038
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,14807,1,123,7530309,0.0016333991075266631,"X-expository notes, with practical observations, on the new testament of our lord and saviour jesus christ",N9571
171153,1,234,126145,0.18550081255697806,2736-modest defence of publick stews,T144291,14815,1,225,NA,NA,2471-a paraphrase and annotations upon all books of new testament briefly explaining all difficult places thereof,R28692
171153,1,140,126145,0.11098339212810655,2736-modest defence of publick stews,T144291,4874,1,135,4778557,0.0028251206378829426,X-T89275,T89275
171153,1,289,126145,0.22910143089301993,2736-modest defence of publick stews,T144291,161785,1,304,87185,0.3486838332281929,129295-remarks on bp burnets history of his own time containing detection of partiality absurdity and falsity of it in many particulars,T104330
171153,1,127,126145,0.10067779143049665,2736-modest defence of publick stews,T144291,26477,1,121,830689,0.014566221534172237,4919-a compleat history of holy bible containd in old and new testament,T186438
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,837,1,123,5957180,0.002064735327789323,"X-the holy bible, containing the old testament and the new: .",T89280
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,27270,1,119,NA,NA,177-ecclesiastical history,R6591
171153,1,123,126145,0.09750683736969361,2736-modest defence of publick stews,T144291,541,1,121,5968199,0.002027412289704147,X-the holy bible,T183596
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15464,1,122,875683,0.013931982235580684,X-the new testament of our lord and saviour jesus christ,T94401
171153,17,110898,126145,87.91311585873399,2736-modest defence of publick stews,T144291,140751,19,109308,354048,30.873779826464208,155894-a collection of chirurgical tracts i,T114928
171153,1,300,126145,0.2378215545602283,2736-modest defence of publick stews,T144291,50772,1,307,841673,0.03647497305960866,895-history of his own time,N68934
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,14811,1,125,1011491,0.012357994287640721,X-the new testament of our lord and saviour jesus christ,T189368
171153,1,142,126145,0.11256886915850806,2736-modest defence of publick stews,T144291,4383,1,132,4403214,0.0029978102358867863,7-book of common prayer,T87380
171153,1,177,126145,0.1403147171905347,2736-modest defence of publick stews,T144291,89123,1,178,745013,0.023892200538782545,709-essais,T122383
171153,1,223,126145,0.1767806888897697,2736-modest defence of publick stews,T144291,15053,1,208,6891205,0.0030183400435772846,X-the new testament of our lord and saviour jesus christ. with explanatory notes,T124541
171153,2,276,126145,0.21879583019541005,2736-modest defence of publick stews,T144291,50705,2,257,NA,NA,709-essais,R469093
171153,2,276,126145,0.21879583019541005,2736-modest defence of publick stews,T144291,50705,2,257,NA,NA,709-essais,R2740
171153,2,262,126145,0.20769749098259938,2736-modest defence of publick stews,T144291,37246,2,274,33558,0.8164968114905536,68913-imitations of some of epigrams of martial part i,T36998
171153,1,100,126145,0.0792738515200761,2736-modest defence of publick stews,T144291,117182,1,101,7832,1.2895812053115423,X-a short disswasive from the sin of uncleanness,N36672
171153,3,9460,126145,7.4993063537991995,2736-modest defence of publick stews,T144291,149169,11,12291,36012,34.130289903365544,10580-a sermon preached to societies for reformation of manners at st,T47936
171153,4,9365,126145,7.423996194855127,2736-modest defence of publick stews,T144291,144236,6,9393,44875,20.931476323119778,53425-a sermon preached to societies for reformation of manners at st,T47940
171153,16,7592,126145,6.018470807404178,2736-modest defence of publick stews,T144291,171156,15,7472,43043,17.359384801245266,51836-duty of doing all things to glory of god sermon preached to societies for reformation of manners at st,T35083
171153,1,145,126145,0.11494708470411036,2736-modest defence of publick stews,T144291,843,1,135,6183715,0.0021831536543970736,"X-the holy bible, containing the old and new testaments",T152020
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,7959,1,119,2282423,0.00521375748491844,X-the new testament illustrated,T224784
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,45617,1,126,562351,0.022405935083248715,48776-christs cross and crown,N3386
171153,1,123,126145,0.09750683736969361,2736-modest defence of publick stews,T144291,24962,1,116,NA,NA,136779-fall of great visible idol by coming of invisible povver and substance in this day and time of lambs war which is come,R221567
171153,1,139,126145,0.11019065361290578,2736-modest defence of publick stews,T144291,798,1,132,4547328,0.002902803580476271,"X-the holy bible, containing the old and new testaments; translated out of the original tongues; and with the former translations",T123280
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,389,1,122,5953473,0.0020492240411605126,"X-the holy bible, containing the old and new testaments",W4496
171153,2,9554,126145,7.573823774228071,2736-modest defence of publick stews,T144291,164718,4,9537,42502,22.438944049691777,15125-a sermon preached to societies for reformation of manners at st,T14007
171153,3,7944,126145,6.297514764754846,2736-modest defence of publick stews,T144291,100091,5,8030,42375,18.949852507374633,44197-a sermon preached to societies for reformation of manners at st mary-le-bow on monday december 30th mdccxvii by thomas hayley,T90514
171153,1,223,126145,0.1767806888897697,2736-modest defence of publick stews,T144291,407,1,216,4049809,0.005333584867829569,X-the holy bible containing the old testament and the new,T230919
171153,1,300,126145,0.2378215545602283,2736-modest defence of publick stews,T144291,35825,1,302,1275807,0.023671291974413058,895-history of his own time,T145033
171153,1,267,126145,0.2116611835586032,2736-modest defence of publick stews,T144291,364,1,243,7555839,0.003216055821200002,X-the christian's new and complete british family bible,T231113
171153,1,145,126145,0.11494708470411036,2736-modest defence of publick stews,T144291,203719,1,129,NA,NA,X-the eating of blood vindicated,R205583
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,429,1,121,4506753,0.0026848598092684465,"X-the holy bible, containing the old testament and the new",N66937
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,61935,1,119,NA,NA,48245-a papist not misrepresented by protestants being reply to reflections upon answer to papist misrepresented and represented,R8108
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,61935,1,119,NA,NA,48245-a papist not misrepresented by protestants being reply to reflections upon answer to papist misrepresented and represented,R234974
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,18454,1,119,NA,NA,70765-kings right of indulgence in spiritual matters with equity thereof asserted by person of honour and eminent minister of state lately deceased,R6480
171153,1,106,126145,0.08403028261128066,2736-modest defence of publick stews,T144291,24899,1,101,NA,NA,40850-jewish sabbath abrogated or saturday sabbatarians confuted in two parts,R7556
171153,1,131,126145,0.10384874549129969,2736-modest defence of publick stews,T144291,4624,1,120,4615711,0.0025998161496679495,1519-new history of holy bible,N15070
171153,3,304,126145,0.24099250862103133,2736-modest defence of publick stews,T144291,195416,3,314,NA,NA,25967-de vitis philosophorum,R35548
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,203716,1,119,NA,NA,68793-an answer to letter from dr bray directed to such as have contributed towards propagating christian knowledge in plantations,R221264
171153,1,107,126145,0.08482302112648143,2736-modest defence of publick stews,T144291,70139,1,105,NA,NA,114-lives,R30108
171153,1,107,126145,0.08482302112648143,2736-modest defence of publick stews,T144291,70139,1,105,NA,NA,R507517,R507517
171153,1,161,126145,0.12763090094732252,2736-modest defence of publick stews,T144291,47397,1,179,602031,0.029732688183831065,282-epigrammata,T94262
171153,1,159,126145,0.126045423916921,2736-modest defence of publick stews,T144291,140123,1,154,926281,0.01662562440555296,131164-history of greece vol,T61460
171153,1,121,126145,0.09592136033929208,2736-modest defence of publick stews,T144291,68057,1,119,39024,0.30494054940549403,49181-christian liberty sermon preachd before university of cambridge at st,T54177
171153,2,261,126145,0.20690475246739862,2736-modest defence of publick stews,T144291,73787,2,255,400659,0.06364514462423158,709-essais,T147293
171153,1,145,126145,0.11494708470411036,2736-modest defence of publick stews,T144291,203718,1,130,NA,NA,"X-a bloudy tenent confuted, or, bloud forbidden",R205329
171153,1,145,126145,0.11494708470411036,2736-modest defence of publick stews,T144291,865,1,140,5706340,0.0024534114686471536,X-the holy bible,T231939
171153,11,6895,126145,5.465932062309247,2736-modest defence of publick stews,T144291,118930,14,6979,40623,17.17992270388696,55615-love of our country recommended sermon preached to societies for reformation of manners at st,T8344
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,363,1,118,6030000,0.001956882255389718,"X-the holy bible, containing the old and new testaments: .",T95109
171153,16,6674,126145,5.290736850449879,2736-modest defence of publick stews,T144291,171158,15,6873,44359,15.494037286683648,51836-duty of doing all things to glory of god sermon preached to societies for reformation of manners at st,T8437
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15729,1,122,303422,0.040208027104165156,54279-a catechism and confession of faith which containeth true and faithful account of principles and doctrines of people called quakers,W37336
171153,1,134,126145,0.10622696103690199,2736-modest defence of publick stews,T144291,23183,1,128,NA,NA,10035-protestant tutor instructing children to spell and read english and grounding them in true protestant religion and discovering errors and deceits of papists,R31135
171153,1,134,126145,0.10622696103690199,2736-modest defence of publick stews,T144291,23183,1,128,NA,NA,10035-protestant tutor instructing children to spell and read english and grounding them in true protestant religion and discovering errors and deceits of papists,R231023
171153,1,145,126145,0.11494708470411036,2736-modest defence of publick stews,T144291,18418,1,137,NA,NA,102946-apostolical history containing acts labours travels sermons discourses miracles successes and sufferings of holy apostles from christs ascention to destruction of jerusalem by titus brief description whereof is here inserted,R31308
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,799,1,122,5072190,0.0024052726731451307,X-the holy bible,T230899
171153,1,71,126145,0.05628443457925403,2736-modest defence of publick stews,T144291,70211,1,77,998340,0.007712803253400645,114-lives,T172996
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15256,1,127,NA,NA,38345-truth triumphant through spiritual warfare christian labours and writings of,R25857
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,6668,1,124,NA,NA,3047-annotations upon holy bible,R224237
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,378,1,120,2045076,0.005867752592079707,X-the holy bible,T230465
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,367,1,121,2342862,0.00516462343919531,X-the holy bible ornamented with engravings by james fittler from celebrated pictures by old masters,T95050
171153,1,100,126145,0.0792738515200761,2736-modest defence of publick stews,T144291,6572,1,107,529674,0.020201104830518395,6513-occasional paper,P203
171153,14,7816,126145,6.196044234809149,2736-modest defence of publick stews,T144291,170021,13,7726,96402,8.014356548619324,47587-a sermon preached to societies for reformation of manners at st,T12816
171153,1,151,126145,0.11970351579531492,2736-modest defence of publick stews,T144291,14878,1,136,NA,NA,X-a paraphrase on the new testament,R231645
171153,3,7698,126145,6.102501090015458,2736-modest defence of publick stews,T144291,257249,7,7761,42243,18.372274696399405,112225-a sermon preached to societies for reformation of manners at st,T47938
171153,22,110699,126145,87.75536089420905,2736-modest defence of publick stews,T144291,280999,23,111042,114540,96.94604504976428,43752-a modest defence of publick stews or essay upon whoring,T130482
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15396,1,122,1062522,0.011482115193850104,X-the new testament of our lord and saviour jesus christ,W4676
171153,10,6944,126145,5.504776249554085,2736-modest defence of publick stews,T144291,176376,11,6786,39406,17.220727807948027,14186-duty and reward of turning others to righteousness sermon preached to societies for reformation of manners at st,T35068
171153,4,594,126145,0.47088667802925205,2736-modest defence of publick stews,T144291,15923,4,570,902189,0.06317966634485679,155979-theological lectures at westminster-abbey with interpretation of new testament,T229994
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15111,1,120,6591509,0.001820523949826967,X-an exposition on the old and new testament,T89279
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,498,1,122,7083451,0.0017223243303299478,X-T222825,T222825
171153,1,223,126145,0.1767806888897697,2736-modest defence of publick stews,T144291,506,1,219,6191868,0.003536897104395636,"X-the holy bible, containing the old and new testaments",T183557
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,803,1,122,5228426,0.002333398234956371,"X-the holy bible, containing the old testament and the new",T165967
171153,1,223,126145,0.1767806888897697,2736-modest defence of publick stews,T144291,6832,1,217,1557820,0.013929722304245678,X-the history of the holy bible,T190031
171153,1,93,126145,0.07372468191367078,2736-modest defence of publick stews,T144291,14889,1,90,58392,0.15413070283600494,6860-an address to protestants upon present conjuncture in ii,T191957
171153,13,6996,126145,5.545998652344524,2736-modest defence of publick stews,T144291,43066,14,6933,40987,16.915119428111353,T35826,T35826
171153,1,300,126145,0.2378215545602283,2736-modest defence of publick stews,T144291,32523,1,306,826458,0.0370254749787648,895-history of his own time,T110288
171153,1,262,126145,0.20769749098259938,2736-modest defence of publick stews,T144291,119456,1,245,39788,0.6157635467980296,X-the occasional paper,T217478
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15653,1,120,1010712,0.011872818369624581,X-the new testament of our lord and saviour jesus christ,T195668
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,14923,1,130,6528827,0.0019911693172448893,X-annotations upon the holy bible,T193967
171153,1,65,126145,0.051528003488049465,2736-modest defence of publick stews,T144291,151572,1,65,NA,NA,530-annales rerum anglicarum et hibernicarum regnante elizabetha,S107372
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,553,1,129,4053563,0.0031823854717442407,X-the holy bible containing the old testament and the new,N32302
171153,1,426,126145,0.3377066074755242,2736-modest defence of publick stews,T144291,58026,1,428,NA,NA,49211-pious communicant rightly prepard or discourse concerning blessed sacrament wherein nature of it is described our obligation to frequent communion enforced and directions given for due preparation for it behaviour at and after it and profiting by it,R38528
171153,2,310,126145,0.2457489397122359,2736-modest defence of publick stews,T144291,21630,4,520,285800,0.18194541637508746,X-a help to a national reformation,N17495
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,326,1,121,7767066,0.0015578598147614558,"X-the holy bible, with the apocrypha at large",T225936
171153,1,100,126145,0.0792738515200761,2736-modest defence of publick stews,T144291,117230,1,99,NA,NA,53792-a short account of several kinds of societies set up of years for promoting of gods worship for reformation of manners and for propagation of christian knowledge,R13860
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,43543,1,121,2013914,0.006008200946018549,X-the practical expositor,N38290
171153,1,70,126145,0.05549169606405328,2736-modest defence of publick stews,T144291,19484,1,73,NA,NA,42954-great duty of love and faithfulness to our native country occasiond by coolness of some in its necessary defence and forwardness of others in pushing on its ruine,R234903
171153,1,70,126145,0.05549169606405328,2736-modest defence of publick stews,T144291,19484,1,73,NA,NA,21490-account of societies for reformation of manners in london and westminster and other parts of kingdom,R31843
171153,1,70,126145,0.05549169606405328,2736-modest defence of publick stews,T144291,19484,1,73,NA,NA,21490-account of societies for reformation of manners in london and westminster and other parts of kingdom,R235604
171153,1,132,126145,0.10464148400650046,2736-modest defence of publick stews,T144291,88635,1,121,NA,NA,709-essais,R469093
171153,1,132,126145,0.10464148400650046,2736-modest defence of publick stews,T144291,88635,1,121,NA,NA,709-essais,R2740
171153,1,145,126145,0.11494708470411036,2736-modest defence of publick stews,T144291,18569,1,137,1349859,0.0101492081765577,X-T194291,T194291
171153,3,937,126145,0.742795988743113,2736-modest defence of publick stews,T144291,23384,3,903,47632,1.8957843466577091,33038-a discourse delivered november 3 1790 at particular request of number of respectable men in franklin who were forming society for reformation of morals,W30823
171153,10,7126,126145,5.649054659320623,2736-modest defence of publick stews,T144291,256767,11,7030,33574,20.938821707273487,156831-a sermon preached to societies for reformation of manners at st,T47939
171153,1,147,126145,0.11653256173451186,2736-modest defence of publick stews,T144291,92283,1,131,NA,NA,pNuLl_,NA
171153,1,9658,126145,7.65626857980895,2736-modest defence of publick stews,T144291,135301,2,9714,48204,20.151854617874037,49457-a sermon preached to societies for reformation of manners at st,T47942
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15723,1,122,1307875,0.009328108573066998,X-the new testament of our lord and saviour jesus christ,T94971
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,4725,1,121,7560998,0.0016003178416394237,"X-expository notes, with practical observations, on the new-testament",T94433
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,77928,1,122,64106,0.19030979939475245,56946-prohibition of blood temporary precept or discourse wherein upon full and impartial enquiry into nature of precept of abstinence from blood and ends of its institution it is shewn that it is not now obligatory under gospel as asserted in book entitl,T179039
171153,4,531,126145,0.42094415157160414,2736-modest defence of publick stews,T144291,43832,4,513,603206,0.0850455731541132,155976-select discourses on principal points of natural and revealed religion to which are added theological lectures on ten first chapters of st,T150088
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,44242,1,121,523518,0.023112863359044007,1155-principles of moral and political philosophy,T77429
171153,1,148,126145,0.11732530024971263,2736-modest defence of publick stews,T144291,118614,1,141,NA,NA,124420-asylum veneris or sanctuary for ladies iustly protecting them their virtues and sufficiencies from foule aspersions and forged imputations of traducing spirits,S118753
171153,1,223,126145,0.1767806888897697,2736-modest defence of publick stews,T144291,530,1,215,10104974,0.0021276650489155144,X-the holy bible,T231757
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15067,1,124,958132,0.012941849348524001,X-the new testament of our lord and saviour jesus christ,T203769
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15726,1,124,209629,0.059152121128279014,875-a catechism and confession of faith approved of and agreed unto,W37334
171153,1,123,126145,0.09750683736969361,2736-modest defence of publick stews,T144291,4774,1,125,1795489,0.006961891718634867,X-the holy bible,T229981
171153,1,100,126145,0.0792738515200761,2736-modest defence of publick stews,T144291,117212,1,100,137082,0.07294903780219139,"X-an account of the societies for reformation of manners, in england and ireland",T215295
171153,1,223,126145,0.1767806888897697,2736-modest defence of publick stews,T144291,822,1,214,5409519,0.003955989432701873,"X-the new testament of our lord and saviour jesus christ, .",N65256
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15040,1,120,6666080,0.001800158413940427,X-an exposition on the old and new testament,T93060
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,328,1,121,7865387,0.0015383858416629721,X-the christian's new and complete family bible,T301474
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,524,1,129,6087929,0.002118947182202683,"X-the holy bible, containing old and new testaments",T184184
171153,1,301,126145,0.23861429307542908,2736-modest defence of publick stews,T144291,35826,1,306,960959,0.031843189980009554,895-history of his own time,T231653
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,404,1,121,6077286,0.0019910203337476632,"X-the holy bible, containing the old and new testaments",T178690
171153,1,206,126145,0.16330413413135678,2736-modest defence of publick stews,T144291,4620,1,211,1326648,0.015904746398441787,22686-sacred history or historical part of holy scriptures of old and new testaments digested into due method with respect to order of time and place,N21327
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,441,1,127,7577303,0.001676058090853698,X-the complete british family bible,N44583
171153,2,273,126145,0.21641761464980774,2736-modest defence of publick stews,T144291,73764,2,253,NA,NA,709-essais,S111840
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,77923,1,119,NA,NA,9284-protestant religion is sure foundation and principle of true christian and good subject great friend to humane society and grand promoter of all virtues both christian and moral,R39637
171153,1,131,126145,0.10384874549129969,2736-modest defence of publick stews,T144291,164207,1,126,11603,1.0859260536068258,X-a short account of a new society for suppressing open vice and immorality,T181527
171153,1,104,126145,0.08244480558087915,2736-modest defence of publick stews,T144291,20270,1,106,NA,NA,X-seasonable advice to the societies for reformation of manners,R20657
171153,1,106,126145,0.08403028261128066,2736-modest defence of publick stews,T144291,26141,1,103,NA,NA,80260-foundation of font discovered to view of all that desire to behold it and baptizing of men and women when they believe in rivers and fountains proved to be standing ordinance in church of cchrist to end of world by plain scripture-proof in answer to,R207114
171153,1,136,126145,0.10781243806730349,2736-modest defence of publick stews,T144291,80098,2,236,95675,0.2466684086752025,3374-an account of progress of reformation of manners in england,N16137
171153,1,70,126145,0.05549169606405328,2736-modest defence of publick stews,T144291,65598,1,71,322295,0.02202950712856234,3051-female spectator,N24996
171153,14,6763,126145,5.361290578302747,2736-modest defence of publick stews,T144291,48173,17,6610,32781,20.16411945944297,97372-a sermon preached to societies for reformation of manners at st,T47945
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,49583,1,120,NA,NA,195013-sacramental stumbling-block removed or brief discourse concerning examination by congregational eldership before admittance to sacrament wherein all contrary scruples are silenced equity and necessity of that duty vindicated both by scripture and u,R204558
171153,1,9650,126145,7.649926671687345,2736-modest defence of publick stews,T144291,123637,3,9562,41517,23.03152925307705,15125-a sermon preached to societies for reformation of manners at st,T5076
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15153,1,127,1025656,0.012382319218139416,X-the new testament of our lord and saviour jesus christ,W4691
171153,1,70,126145,0.05549169606405328,2736-modest defence of publick stews,T144291,118211,1,66,NA,NA,60544-george keiths complaint against quakers or answer to quakers complaint against george keith humbly presented to clergy of church of england,R216623
171153,1,90,126145,0.0713464663680685,2736-modest defence of publick stews,T144291,70143,1,92,974820,0.009437639769393324,114-lives,N20530
171153,1,124,126145,0.09829957588489437,2736-modest defence of publick stews,T144291,15808,1,124,217863,0.056916502572717714,875-a catechism and confession of faith approved of and agreed unto,W37333
